SEASON,BASIN,LAT,LON,DIST2LAND,USA_SSHS,TD9636_STAGE,STORM_SPEED,STORM_DIR
1980,SP,-12.5,172.5,647,TS,1,6,350
1980,SP,-12.2,172.4,653,TS,1,6,350
1980,SP,-11.9,172.4,670,TS,1,5,360
1980,SP,-11.7,172.4,682,TS,1,4,10
1980,SP,-11.5,172.5,703,TS,1,4,20
1980,SP,-11.3,172.6,725,TS,1,4,35
1980,SP,-11.2,172.7,741,TS,1,3,55
1980,SP,-11.2,172.9,758,TS,1,3,85
1980,SP,-11.2,173.0,767,TS,1,3,130
1980,SP,-11.3,173.1,770,TS,1,4,150
1980,SP,-11.6,173.2,762,TS,1,5,150
1980,SP,-11.8,173.3,760,TS,1,5,145
1980,SP,-12.0,173.5,751,TS,2,6,140
1980,SP,-12.2,173.7,720,TS,2,6,135
1980,SP,-12.5,173.9,680,TS,2,7,135
1980,SP,-12.7,174.2,643,TS,2,7,140
1980,SP,-13.0,174.4,603,TS,2,8,150
1980,SP,-13.4,174.6,554,TS,2,9,160
1980,SP,-13.9,174.7,502,TS,2,11,165
1980,SP,-14.4,174.8,451,TS,2,11,165
1980,SP,-15.0,175.0,386,TS,2,12,170
1980,SP,-15.6,175.1,331,TS,2,13,165
1980,SP,-16.2,175.3,272,TS,2,13,165
1980,SP,-16.9,175.5,216,TS,2,14,160
1980,SP,-17.5,175.8,158,TS,4,14,150
1980,SP,-18.1,176.2,106,TS,4,15,140
1980,SP,-18.6,176.8,76,TS,4,15,135
1980,SP,-19.1,177.4,102,TS,4,14,125
1980,SP,-19.4,178.0,123,TS,2,12,115
1980,SP,-19.6,178.6,151,TS,2,11,95
1980,SP,-19.6,179.2,175,TS,2,12,90
1980,SP,-19.5,179.9,201,TS,2,14,90
1980,SP,-19.6,180.7,269,TS,1,17,100
1980,SP,-19.8,181.6,359,TS,1,20,105
1980,SP,-20.2,182.7,481,TS,1,22,105
1980,SP,-20.5,183.9,590,TS,1,22,105
1980,SP,-20.8,185.0,698,TS,1,22,105
1980,SP,-21.1,186.1,810,TS,1,22,105
1980,SP,-21.4,187.2,850,TS,1,22,105
1980,SP,-21.7,188.4,886,TS,1,22,105
1980,SP,-22.0,189.5,934,TS,1,22,105
1980,SP,-14.7,136.6,44,TS,1,2,15
1980,SP,-14.8,136.8,55,TS,1,6,130
1980,SP,-15.0,137.1,79,TS,1,7,135
1980,SP,-15.3,137.3,79,TS,1,8,140
1980,SP,-15.7,137.6,49,TS,1,8,140
1980,SP,-16.0,137.9,30,TS,1,8,145
1980,SP,-16.3,138.1,30,TS,1,7,145
1980,SP,-16.6,138.3,22,TS,1,6,145
1980,SP,-16.8,138.5,0,TS,1,5,145
1980,SP,-17.0,138.6,0,TS,1,4,145
1980,SP,-17.1,138.7,0,TS,1,4,140
1980,SP,-17.2,138.9,0,TS,1,3,125
1980,SP,-17.3,139.0,0,TS,1,3,125
1980,SP,-17.4,139.1,0,TS,1,3,130
1980,SP,-17.5,139.3,0,TS,1,4,130
1980,SP,-17.7,139.4,0,TS,1,5,125
1980,SP,-17.8,139.7,0,TS,2,5,120
1980,SP,-17.9,139.9,0,TS,2,5,110
1980,SP,-18.0,140.2,0,TS,2,6,110
1980,SP,-18.1,140.5,0,TS,2,6,110
1980,SP,-18.2,140.8,0,TS,2,6,115
1980,SP,-18.4,141.1,0,TS,2,6,115
1980,SP,-18.5,141.3,0,TS,2,6,120
1980,SP,-18.6,141.6,0,TS,2,8,115
1980,SP,-18.8,142.1,0,TS,2,12,105
1980,SP,-19.0,142.8,0,TS,2,17,105
1980,SP,-19.2,143.8,0,TS,2,22,105
1980,SP,-19.5,145.0,0,TS,2,23,105
1980,SP,-19.9,146.2,0,TS,2,20,110
1980,SP,-20.2,147.0,0,TS,2,15,120
1980,SP,-20.6,147.6,0,TS,2,15,125
1980,SP,-21.0,148.3,0,TS,2,16,125
1980,SP,-21.5,149.1,0,TS,2,20,120
1980,SP,-22.0,150.2,30,TS,2,24,115
1980,SP,-22.6,151.4,61,TS,2,24,115
1980,SP,-23.0,152.6,147,TS,2,23,115
1980,SP,-23.5,153.6,148,TS,2,20,120
1980,SP,-24.0,154.4,142,TS,2,17,130
1980,SP,-24.5,155.0,170,TS,2,16,135
1980,SP,-25.1,155.6,221,TS,2,17,140
1980,SP,-25.8,156.2,294,TS,2,20,140
1980,SP,-26.7,157.0,374,TS,2,24,145
1980,SP,-27.7,157.8,415,TS,2,26,150
1980,SP,-28.9,158.6,486,TS,2,26,150
1980,SP,-30.0,159.2,555,TS,2,24,150
1980,SP,-31.0,159.9,643,TS,2,22,150
1980,SP,-31.9,160.4,696,MX,2,22,160
1980,SP,-33.0,160.8,754,TS,2,21,170
1980,SP,-34.0,160.9,793,TS,2,20,185
1980,SP,-35.0,160.7,810,TS,2,20,195
1980,SP,-35.9,160.2,807,TS,2,20,205
1980,SP,-36.8,159.7,818,TS,2,19,210
1980,SP,-37.5,159.0,775,TS,2,15,220
1980,SP,-38.0,158.4,732,TS,2,12,230
1980,SP,-38.3,157.8,683,TS,2,12,235
1980,SP,-38.6,157.1,628,TS,2,12,235
1980,SP,-39.0,156.5,589,TS,2,14,225
1980,SP,-39.6,155.9,562,TS,2,16,215
1980,SP,-40.3,155.3,553,TS,2,16,215
1980,SP,-40.9,154.6,519,TS,2,16,215
1980,SP,-41.6,154.0,466,TS,2,17,210
1980,SP,-42.4,153.4,410,TS,2,17,210
1980,SP,-43.1,152.9,380,TS,2,17,205
1980,SP,-43.9,152.4,361,TS,2,15,205
1980,SP,-44.5,152.0,350,TS,1,11,205
1980,SP,-44.9,151.7,349,TS,1,7,205
1980,SP,-45.1,151.6,355,TS,1,4,0
1980,SP,-45.3,151.7,375,TS,1,5,145
1980,SP,-45.5,152.0,407,TS,1,8,140
1980,SP,-45.9,152.4,458,TS,1,11,135
1980,SP,-46.3,153.1,528,TS,1,13,130
1980,SP,-46.7,153.9,604,TS,1,15,120
1980,SP,-47.0,155.0,690,TS,1,16,105
1980,SP,-47.2,156.2,778,TS,1,18,95
1980,SP,-47.2,157.7,677,TS,1,21,90
1980,SP,-47.1,159.3,557,TS,1,23,85
1980,SP,-47.0,161.0,429,TS,1,23,85
1980,SI,-13.6,120.2,370,TS,1,7,210
1980,SI,-13.9,120.0,406,TS,1,7,210
1980,SI,-14.2,119.8,418,TS,1,6,210
1980,SI,-14.4,119.7,410,TS,1,4,210
1980,SI,-14.6,119.6,402,TS,2,3,195
1980,SI,-14.7,119.6,394,TS,2,1,155
1980,SI,-14.7,119.7,386,TS,2,1,155
1980,SI,-14.8,119.7,378,TS,2,1,200
1980,SI,-14.8,119.6,386,TS,2,2,210
1980,SI,-14.9,119.6,379,TS,2,2,215
1980,SI,-15.0,119.5,380,TS,2,2,230
1980,SI,-15.0,119.4,389,TS,2,3,255
1980,SI,-15.1,119.2,399,TS,2,4,270
1980,SI,-15.0,119.0,423,TS,2,4,280
1980,SI,-15.0,118.8,441,TS,2,4,280
1980,SI,-15.0,118.6,460,TS,2,3,285
1980,SI,-14.9,118.4,484,TS,2,2,290
1980,SI,-14.9,118.4,484,TS,2,1,340
1980,SI,-14.9,118.4,484,TS,2,1,0
1980,SI,-14.8,118.4,490,TS,2,0,0
1980,SI,-14.9,118.4,484,TS,2,2,195
1980,SI,-15.1,118.4,473,TS,2,5,190
1980,SI,-15.3,118.3,472,TS,2,6,185
1980,SI,-15.7,118.3,452,TS,2,7,180
1980,SI,-16.0,118.3,440,TS,2,7,175
1980,SI,-16.3,118.4,419,TS,2,7,170
1980,SI,-16.7,118.4,387,TS,2,7,165
1980,SI,-17.0,118.5,352,TS,2,7,165
1980,SI,-17.4,118.6,306,TS,2,6,170
1980,SI,-17.6,118.6,284,TS,2,4,0
1980,SI,-17.8,118.6,262,TS,2,4,0
1980,SI,-18.0,118.6,240,TS,2,4,175
1980,SI,-18.2,118.7,216,TS,4,4,160
1980,SI,-18.4,118.8,192,TS,4,5,150
1980,SI,-18.6,118.9,169,TS,4,5,150
1980,SI,-18.7,119.0,156,TS,4,4,150
1980,SI,-18.9,119.1,134,TS,4,4,155
1980,SI,-19.1,119.2,111,TS,4,4,160
1980,SI,-19.3,119.3,89,TS,4,4,165
1980,SI,-19.5,119.3,67,TS,4,3,165
1980,SI,-19.7,119.4,44,TS,4,3,150
1980,SI,-19.7,119.5,44,TS,4,2,125
1980,SI,-19.8,119.6,30,TS,4,2,110
1980,SI,-19.8,119.7,24,TS,4,2,120
1980,SI,-19.9,119.7,15,TS,4,3,155
1980,SI,-20.0,119.8,0,TS,4,4,160
1980,SI,-20.1,119.8,0,TS,4,5,170
1980,SI,-20.3,119.8,0,TS,4,5,175
1980,SI,-20.6,119.8,0,TS,4,6,190
1980,SI,-20.9,119.7,0,TS,2,7,210
1980,SI,-21.2,119.5,0,TS,2,10,225
1980,SI,-21.5,119.0,0,TS,2,12,235
1980,SI,-21.9,118.4,0,TS,2,13,235
1980,SI,-22.3,117.9,0,TS,1,10,235
1980,SI,-22.5,117.5,0,TS,1,7,225
1980,SI,-22.8,117.3,0,TS,1,9,205
1980,SI,-23.4,117.1,0,TS,1,12,190
1980,SI,-19.4,57.1,98,TS,1,3,240
1980,SI,-19.5,56.9,91,TS,1,4,245
1980,SI,-19.6,56.6,109,TS,1,5,245
1980,SI,-19.6,56.4,127,TS,1,4,250
1980,SI,-19.7,56.2,142,TS,1,4,250
1980,SI,-19.8,56.0,137,TS,1,3,250
1980,SI,-19.8,55.9,135,TS,1,3,255
1980,SI,-19.9,55.7,123,TS,1,4,255
1980,SI,-19.9,55.5,123,TS,1,5,255
1980,SI,-20.0,55.3,111,TS,1,5,250
1980,SI,-20.1,54.9,108,TS,1,7,250
1980,SI,-20.2,54.6,115,TS,1,8,255
1980,SI,-20.3,54.2,137,TS,2,8,265
1980,SI,-20.3,53.7,179,TS,2,9,280
1980,SI,-20.2,53.2,231,TS,2,8,290
1980,SI,-20.0,52.9,269,TS,2,8,305
1980,SI,-19.7,52.5,321,TS,2,9,315
1980,SI,-19.4,52.2,323,TS,2,9,315
1980,SI,-19.1,51.9,281,TS,2,8,320
1980,SI,-18.8,51.7,251,TS,2,7,325
1980,SI,-18.5,51.5,224,TS,2,6,320
1980,SI,-18.3,51.3,200,TS,2,6,320
1980,SI,-18.1,51.1,175,TS,2,6,325
1980,SI,-17.9,51.0,160,TS,2,5,325
1980,SI,-17.7,50.8,137,TS,2,5,300
1980,SI,-17.6,50.5,106,TS,2,6,280
1980,SI,-17.6,50.2,75,TS,2,5,290
1980,SI,-17.4,50.0,62,TS,2,5,310
1980,SI,-17.3,49.8,42,TS,2,4,320
1980,SI,-17.1,49.8,30,TS,2,2,345
1980,SI,-17.0,49.8,22,TS,2,3,15
1980,SI,-16.9,49.8,11,TS,2,3,35
1980,SI,-16.8,50.0,21,TS,2,3,65
1980,SI,-16.8,50.1,31,TS,2,3,100
1980,SI,-16.8,50.3,53,TS,2,4,135
1980,SI,-17.0,50.4,67,TS,2,5,160
1980,SI,-17.3,50.5,93,TS,2,7,170
1980,SI,-17.8,50.5,106,TS,2,9,175
1980,SI,-18.2,50.6,126,TS,2,10,170
1980,SI,-18.7,50.7,148,TS,2,10,170
1980,SI,-19.2,50.8,177,TS,2,9,170
1980,SI,-19.6,50.9,200,TS,2,7,0
1980,SI,-19.9,50.8,204,TS,2,6,180
1980,SI,-20.2,50.8,210,TS,2,6,185
1980,SI,-20.5,50.8,215,TS,2,5,190
1980,SI,-20.7,50.8,222,TS,2,5,190
1980,SI,-21.0,50.7,226,TS,2,5,200
1980,SI,-21.2,50.6,226,TS,2,5,200
1980,SI,-21.5,50.5,224,TS,2,5,195
1980,SI,-21.7,50.4,219,TS,2,5,180
1980,SI,-22.0,50.5,236,TS,2,6,170
1980,SI,-22.3,50.6,253,TS,2,6,150
1980,SI,-22.5,50.8,278,TS,2,7,120
1980,SI,-22.6,51.2,321,TS,2,9,100
1980,SI,-22.7,51.7,373,TS,2,10,90
1980,SI,-22.6,52.3,341,TS,2,10,80
1980,SI,-22.5,52.8,290,TS,2,10,70
1980,SI,-22.3,53.2,243,TS,2,9,65
1980,SI,-22.1,53.6,197,TS,2,7,55
1980,SI,-21.9,53.8,168,TS,2,4,35
1980,SI,-21.7,53.9,150,TS,4,4,355
1980,SI,-21.6,53.8,155,TS,4,5,320
1980,SI,-21.4,53.5,179,TS,4,5,305
1980,SI,-21.3,53.3,198,TS,4,5,295
1980,SI,-21.2,53.1,218,TS,4,4,290
1980,SI,-21.1,52.9,238,TS,4,4,290
1980,SI,-21.1,52.7,259,TS,4,4,300
1980,SI,-20.9,52.5,281,TS,4,4,310
1980,SI,-20.8,52.4,292,TS,4,4,305
1980,SI,-20.7,52.2,314,TS,4,4,295
1980,SI,-20.6,52.0,337,TS,4,3,300
1980,SI,-20.6,51.9,330,TS,4,1,300
1980,SI,-20.6,51.9,330,TS,4,2,0
1980,SI,-20.8,51.9,335,TS,4,5,170
1980,SI,-21.1,52.0,331,TS,4,6,160
1980,SI,-21.3,52.1,322,TS,4,6,145
1980,SI,-21.5,52.3,303,TS,4,6,125
1980,SI,-21.7,52.6,277,TS,4,7,105
1980,SI,-21.7,53.0,237,TS,4,8,100
1980,SI,-21.8,53.5,192,TS,4,8,95
1980,SI,-21.8,53.9,155,TS,4,10,95
1980,SI,-21.9,54.5,106,TS,4,11,95
1980,SI,-21.9,55.1,70,TS,4,12,100
1980,SI,-22.0,55.7,67,TS,4,12,100
1980,SI,-22.2,56.3,113,TS,4,11,110
1980,SI,-22.4,56.8,160,TS,4,11,125
1980,SI,-22.8,57.3,228,TS,4,11,135
1980,SI,-23.2,57.7,288,TS,4,12,140
1980,SI,-23.7,58.1,357,TS,2,11,145
1980,SI,-24.2,58.4,419,TS,2,11,155
1980,SI,-24.7,58.6,475,TS,2,12,160
1980,SI,-25.3,58.8,541,TS,2,13,170
1980,SI,-26.0,58.9,612,TS,2,15,175
1980,SI,-26.8,58.9,690,TS,2,17,0
1980,SI,-27.7,58.9,778,TS,2,17,185
1980,SI,-28.6,58.8,866,TS,2,17,185
1980,SI,-29.4,58.7,935,TS,2,14,185
1980,SI,-29.9,58.6,995,,2,16,195
1980,SI,-30.9,58.2,1092,ET,2,24,195
1980,SI,-32.2,57.9,1227,ET,2,29,190
1980,SI,-13.4,124.7,140,TS,1,11,270
1980,SI,-13.4,124.1,179,TS,1,13,260
1980,SI,-13.6,123.4,224,TS,1,15,255
1980,SI,-13.8,122.6,279,TS,1,15,255
1980,SI,-13.9,121.9,310,TS,2,13,255
1980,SI,-14.1,121.3,318,TS,2,12,255
1980,SI,-14.3,120.7,341,TS,2,12,250
1980,SI,-14.5,120.1,371,TS,2,14,250
1980,SI,-14.7,119.3,418,TS,2,17,250
1980,SI,-15.1,118.4,473,TS,2,20,250
1980,SI,-15.4,117.4,554,TS,2,20,250
1980,SI,-15.7,116.4,549,TS,2,20,255
1980,SI,-15.9,115.4,543,TS,2,19,260
1980,SI,-16.0,114.5,564,TS,2,18,265
1980,SI,-16.1,113.6,600,TS,2,18,265
1980,SI,-16.2,112.6,648,TS,2,18,265
1980,SI,-16.2,111.7,681,TS,4,16,260
1980,SI,-16.4,111.0,691,TS,4,14,255
1980,SI,-16.6,110.4,702,TS,4,14,255
1980,SI,-16.8,109.6,733,TS,4,15,255
1980,SI,-17.0,108.8,772,TS,4,15,255
1980,SI,-17.2,108.1,811,TS,4,14,260
1980,SI,-17.3,107.4,861,TS,4,14,255
1980,SI,-17.5,106.7,908,TS,4,14,260
1980,SI,-17.6,105.9,974,TS,4,14,265
1980,SI,-17.7,105.2,1033,TS,4,14,265
1980,SI,-17.7,104.5,1096,TS,4,14,265
1980,SI,-17.8,103.7,1163,TS,4,14,260
1980,SI,-18.0,103.0,1218,TS,4,13,255
1980,SI,-18.2,102.4,1266,TS,4,12,245
1980,SI,-18.5,101.8,1310,TS,4,12,240
1980,SI,-18.9,101.3,1343,TS,4,12,235
1980,SI,-19.2,100.8,1382,TS,4,11,230
1980,SI,-19.6,100.3,1419,TS,4,11,230
1980,SI,-19.9,99.9,1450,TS,4,12,225
1980,SI,-20.4,99.4,1488,TS,4,13,225
1980,SI,-20.8,98.9,1530,TS,4,16,235
1980,SI,-21.3,98.1,1603,TS,4,18,235
1980,SI,-21.8,97.3,1670,TS,4,19,240
1980,SI,-22.3,96.4,1749,TS,4,18,240
1980,SI,-22.8,95.6,1820,TS,4,16,235
1980,SI,-23.2,95.0,1874,TS,4,14,225
1980,SI,-23.7,94.5,1911,TS,4,12,220
1980,SI,-24.2,94.1,1940,TS,4,12,215
1980,SI,-24.7,93.8,1961,TS,2,13,205
1980,SI,-25.3,93.5,1981,TS,2,14,200
1980,SI,-26.0,93.3,1992,TS,2,16,195
1980,SI,-26.8,93.0,2015,TS,2,17,195
1980,SI,-27.7,92.7,2042,TS,2,18,205
1980,SI,-28.5,92.2,2092,TS,2,17,190
1980,SI,-29.3,92.3,2087,TS,2,15,170
1980,SI,-29.9,92.5,2074,TS,2,12,160
1980,SI,-14.7,104.3,849,TS,2,13,100
1980,SI,-14.7,105.1,829,TS,2,15,85
1980,SI,-14.5,105.9,789,TS,2,15,70
1980,SI,-14.2,106.6,739,TS,2,15,65
1980,SI,-13.9,107.3,693,TS,2,15,70
1980,SI,-13.7,108.1,661,TS,2,15,80
1980,SI,-13.7,108.9,646,TS,2,14,90
1980,SI,-13.7,109.6,627,TS,2,14,100
1980,SI,-13.9,110.3,634,TS,2,17,110
1980,SI,-14.3,111.2,663,TS,2,19,120
1980,SI,-14.9,112.0,728,TS,2,20,130
1980,SI,-15.6,112.7,698,TS,2,18,145
1980,SI,-16.3,113.1,609,TS,2,15,170
1980,SI,-17.1,113.0,541,TS,2,16,205
1980,SI,-17.8,112.4,488,TS,2,18,225
1980,SI,-18.4,111.7,459,TS,2,19,230
1980,SI,-19.0,110.9,457,TS,2,19,225
1980,SI,-19.7,110.3,456,TS,2,19,220
1980,SI,-20.5,109.6,475,TS,2,20,220
1980,SI,-21.2,108.9,509,TS,2,19,225
1980,SI,-21.9,108.2,561,TS,1,17,225
1980,SI,-22.4,107.6,616,TS,1,13,225
1980,SI,-22.8,107.2,654,TS,1,9,235
1980,SI,-22.9,106.8,692,TS,1,8,250
1980,SI,-23.0,106.4,729,TS,1,7,250
1980,SI,-23.2,106.1,754,TS,1,7,240
1980,SI,-23.4,105.8,780,TS,1,8,240
1980,SI,-23.6,105.3,827,TS,1,10,250
1980,SI,-11.5,126.2,242,TS,1,17,265
1980,SI,-11.7,125.3,199,TS,1,17,260
1980,SI,-11.9,124.4,180,TS,1,16,255
1980,SI,-12.0,123.7,179,TS,1,14,260
1980,SI,-12.1,123.0,198,TS,1,14,265
1980,SI,-12.2,122.3,240,TS,1,14,265
1980,SI,-12.2,121.6,244,TS,1,11,265
1980,SI,-12.3,121.2,236,TS,1,8,260
1980,SI,-12.4,120.9,228,TS,2,9,250
1980,SI,-12.5,120.4,246,TS,2,10,245
1980,SI,-12.8,119.9,287,TS,2,11,245
1980,SI,-13.0,119.4,325,TS,2,11,240
1980,SI,-13.3,118.9,374,TS,2,12,235
1980,SI,-13.7,118.4,438,TS,2,12,235
1980,SI,-14.0,117.9,493,TS,2,12,230
1980,SI,-14.4,117.4,557,TS,2,11,225
1980,SI,-14.8,117.1,611,TS,2,9,220
1980,SI,-15.1,116.8,608,TS,2,7,210
1980,SI,-15.4,116.7,578,TS,2,5,200
1980,SI,-15.6,116.6,559,TS,2,4,185
1980,SI,-15.9,116.7,535,TS,4,6,165
1980,SI,-16.2,116.8,489,TS,4,8,155
1980,SI,-16.6,117.0,440,TS,4,10,155
1980,SI,-17.1,117.2,381,TS,4,11,155
1980,SI,-17.6,117.5,319,TS,4,11,155
1980,SI,-18.1,117.7,260,TS,4,11,155
1980,SI,-18.6,118.0,201,TS,4,12,155
1980,SI,-19.2,118.2,134,TS,4,13,160
1980,SI,-19.8,118.5,67,TS,4,14,160
1980,SI,-20.0,118.6,44,TS,4,15,160
1980,SI,-20.5,118.8,0,TS,4,16,160
1980,SI,-21.3,119.1,0,TS,4,16,160
1980,SI,-22.0,119.4,0,TS,4,14,160
1980,SI,-22.5,119.6,0,TS,4,9,160
1980,SI,-22.8,119.7,0,TS,4,7,145
1980,SI,-23.1,120.0,0,TS,4,8,140
1980,SI,-23.4,120.3,0,TS,4,8,140
1980,SI,-14.0,70.0,1474,TS,1,10,270
1980,SI,-14.1,69.4,1412,TS,1,10,265
1980,SI,-14.1,68.9,1366,TS,1,11,265
1980,SI,-14.2,68.3,1305,TS,1,10,265
1980,SI,-14.2,67.8,1259,TS,2,10,265
1980,SI,-14.3,67.3,1208,TS,2,10,260
1980,SI,-14.4,66.8,1157,TS,2,10,260
1980,SI,-14.5,66.3,1107,TS,2,11,250
1980,SI,-14.7,65.8,1050,MX,0,14,235
1980,SI,-15.3,65.2,958,MX,0,17,225
1980,SI,-16.0,64.5,852,MX,0,19,220
1980,SI,-16.7,63.9,756,MX,0,18,220
1980,SI,-17.4,63.3,662,TS,4,16,220
1980,SI,-17.9,62.9,599,TS,4,13,225
1980,SI,-18.3,62.4,532,TS,4,11,225
1980,SI,-18.7,62.0,475,TS,4,10,230
1980,SI,-19.0,61.6,423,MX,0,10,230
1980,SI,-19.3,61.2,372,MX,0,10,235
1980,SI,-19.6,60.7,313,MX,0,11,240
1980,SI,-19.9,60.2,254,MX,0,11,235
1980,SI,-20.2,59.8,208,TS,4,12,225
1980,SI,-20.7,59.4,172,TS,4,13,215
1980,SI,-21.3,59.0,161,TS,4,12,210
1980,SI,-21.7,58.7,169,TS,4,11,210
1980,SI,-22.2,58.5,207,MX,0,10,205
1980,SI,-22.6,58.2,240,MX,0,10,200
1980,SI,-23.1,58.1,293,MX,0,9,195
1980,SI,-23.5,58.0,334,MX,0,9,185
1980,SI,-24.0,58.0,376,TS,4,11,175
1980,SI,-24.6,58.1,437,TS,4,13,170
1980,SI,-25.3,58.3,514,TS,4,13,160
1980,SI,-25.9,58.6,587,TS,4,13,150
1980,SI,-26.4,59.0,656,MX,0,12,145
1980,SI,-26.9,59.4,724,MX,0,11,135
1980,SI,-27.2,59.8,773,MX,0,10,130
1980,SI,-27.5,60.3,825,MX,0,10,125
1980,SI,-27.8,60.7,870,TS,4,10,125
1980,SI,-28.1,61.2,920,TS,4,10,125
1980,SI,-28.4,61.7,970,TS,4,12,125
1980,SI,-28.7,62.3,1027,TS,4,13,120
1980,SI,-29.0,63.0,1089,TS,2,13,110
1980,SI,-29.1,63.7,1135,TS,2,14,95
1980,SI,-29.2,64.5,1188,TS,2,16,90
1980,SI,-29.1,65.5,1241,TS,2,17,85
1980,SI,-29.0,66.5,1299,TS,2,12,90
1980,SI,-29.1,66.9,1334,TS,2,7,110
1980,SI,-29.3,67.3,1378,ET,2,7,130
1980,SI,-29.6,67.5,1415,ET,2,7,145
1980,SP,-12.2,161.0,179,TS,1,17,135
1980,SP,-12.8,161.6,225,TS,1,17,130
1980,SP,-13.3,162.3,279,TS,1,17,120
1980,SP,-13.7,163.1,336,TS,1,18,105
1980,SP,-13.8,164.1,281,TS,1,21,90
1980,SP,-13.6,165.2,194,TS,1,23,80
1980,SP,-13.4,166.4,147,TS,1,22,80
1980,SP,-13.3,167.5,184,TS,1,20,85
1980,SP,-13.3,168.4,236,TS,1,15,100
1980,SP,-13.6,169.0,257,TS,1,13,125
1980,SP,-14.0,169.5,281,TS,1,13,135
1980,SP,-14.5,170.0,310,TS,1,13,135
1980,SP,-15.0,170.4,314,TS,2,13,135
1980,SP,-15.4,171.0,356,TS,2,13,135
1980,SP,-15.9,171.5,397,TS,2,14,135
1980,SP,-16.4,172.0,448,TS,2,14,140
1980,SP,-16.9,172.4,491,TS,2,13,140
1980,SP,-17.4,172.8,470,TS,2,13,145
1980,SP,-17.9,173.1,433,TS,2,12,150
1980,SP,-18.4,173.5,393,TS,2,12,150
1980,SP,-18.9,173.8,372,TS,2,10,150
1980,SP,-19.3,174.0,367,TS,2,8,150
1980,SP,-19.6,174.2,362,TS,2,8,155
1980,SP,-20.0,174.3,378,TS,2,8,150
1980,SP,-20.3,174.6,375,TS,1,10,140
1980,SP,-20.7,175.0,377,TS,1,12,135
1980,SP,-21.1,175.5,384,TS,1,14,130
1980,SP,-21.6,176.1,411,TS,1,15,125
1980,SP,-22.0,176.8,429,TS,1,16,125
1980,SP,-17.3,148.8,277,TS,1,12,130
1980,SP,-17.7,149.3,276,TS,1,11,130
1980,SP,-18.0,149.7,267,TS,1,9,115
1980,SP,-18.1,150.1,281,TS,1,9,100
1980,SP,-18.1,150.6,310,TS,1,11,90
1980,SP,-18.1,151.3,359,TS,1,12,90
1980,SP,-18.1,151.9,408,TS,1,12,95
1980,SP,-18.2,152.5,453,TS,1,12,100
1980,SP,-18.3,153.1,503,TS,1,11,100
1980,SP,-18.4,153.7,545,TS,1,10,100
1980,SP,-18.5,154.1,561,TS,1,9,100
1980,SP,-18.5,154.6,595,TS,1,10,95
1980,SP,-18.6,155.2,632,TS,1,13,95
1980,SP,-18.7,156.0,687,TS,1,17,95
1980,SP,-18.8,156.9,757,TS,1,18,95
1980,SP,-18.9,157.9,657,TS,1,16,100
1980,SP,-19.1,158.6,580,TS,2,13,120
1980,SP,-19.6,159.0,528,TS,2,11,150
1980,SP,-20.0,159.2,502,TS,2,8,185
1980,SP,-20.4,159.0,521,TS,2,7,225
1980,SP,-20.5,158.7,552,TS,2,5,255
1980,SP,-20.5,158.5,573,TS,2,4,295
1980,SP,-20.4,158.3,594,TS,2,4,310
1980,SP,-20.2,158.2,605,TS,2,3,305
1980,SP,-20.2,158.0,625,TS,2,2,255
1980,SP,-20.3,157.9,636,TS,2,4,205
1980,SP,-20.5,157.9,636,TS,2,5,200
1980,SP,-20.8,157.8,642,TS,2,5,205
1980,SP,-21.0,157.6,611,TS,2,3,250
1980,SP,-20.9,157.5,612,TS,2,4,315
1980,SP,-20.7,157.3,614,TS,2,5,325
1980,SP,-20.5,157.2,625,TS,2,4,335
1980,SP,-20.3,157.1,636,TS,1,3,345
1980,SP,-20.2,157.1,645,TS,1,2,0
1980,SP,-20.1,157.2,660,TS,1,2,20
1980,SP,-20.0,157.2,669,TS,1,2,30
1980,SP,-20.0,157.3,675,TS,1,2,30
1980,SP,-19.9,157.3,684,TS,1,2,40
1980,SP,-19.8,157.4,691,TS,1,3,60
1980,SP,-19.8,157.6,670,TS,1,4,85
1980,SP,-19.8,157.8,649,TS,1,5,105
1980,SP,-19.9,158.1,617,TS,1,7,115
1980,SP,-20.1,158.5,574,TS,1,9,125
1980,SP,-20.4,158.8,542,TS,1,9,135
1980,SP,-20.7,159.2,501,TS,1,9,140
1980,SP,-21.0,159.5,474,TS,1,8,135
1980,SP,-21.3,159.8,450,TS,1,8,135
1980,SP,-21.6,160.1,430,TS,1,7,135
1980,SP,-21.8,160.3,418,TS,1,5,155
1980,SP,-22.0,160.3,428,TS,1,4,215
1980,SP,-22.1,160.0,460,TS,1,7,250
1980,SP,-22.2,159.6,502,TS,1,9,260
1980,SP,-22.3,159.1,554,TS,1,8,265
1980,SP,-22.3,158.7,592,TS,1,6,265
1980,SP,-22.3,158.5,598,TS,1,5,265
1980,SP,-22.4,158.2,566,TS,1,6,255
1980,SP,-22.5,157.9,534,TS,1,6,215
1980,SP,-22.8,157.8,509,TS,1,5,230
1980,SP,-22.8,157.4,473,TS,1,6,275
1980,SP,-22.7,157.1,452,TS,1,7,305
1980,SI,-17.0,124.7,0,TS,1,8,265
1980,SI,-17.0,124.2,0,TS,1,10,265
1980,SI,-17.1,123.6,10,TS,1,10,265
1980,SI,-17.1,123.1,0,TS,1,10,260
1980,SI,-17.3,122.6,0,TS,1,11,255
